Name, Party, n_Spouses, n_Children, Religion, Birthyear 
John_J._Casey, Democratic Party (United States), 0, 0, None, 1875 
John_J._Castellani, Republican Party (United States), 0, 0, Catholic Church, None 
John_J._Cornwell, Democratic Party (United States), 1, 0, None, 1867 
John_J._Davis_(congressman), Democratic Party (United States), 0, 1, None, 1835 
John_J._Delaney, Democratic Party (United States), 0, 0, None, 1878 
John_J._Dempsey, Democratic Party (United States), 0, 0, Catholic Church, 1879 
John_J._Doles, Democratic Party (United States), 0, 0, Presbyterian Church in the United States of America, None 
John_J._Esch, Republican Party (United States), 0, 0, None, 1861 
John_J._Finnegan, Democratic Party (United States), 0, 0, None, 1938 
John_J._Flanagan, Republican Party (United States), 0, 0, Catholic Church, 1961 
John_J._Francis_(New_Jersey), Democratic Party (United States), 0, 0, Catholic Church, 1903 
John_J._Gardner, Republican Party (United States), 0, 0, None, 1845 
John_J._Gilligan, Democratic Party (United States), 0, 1, Catholic Church, 1921 
John_J._Gleason, Democratic Party (United States), 0, 0, Catholic Church, 1954 
John_J._Hafer, Republican Party (United States), 0, 0, None, 1932 
John_J._Hainkel,_Jr., Democratic Party (United States), 1, 0, Catholic Church, 1938 
John_J._Hawkins, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1855 
John_J._Hemphill, Democratic Party (United States), 0, 0, None, 1849 
John_J._Hickey, Democratic Party (United States), 0, 0, None, 1911 
John_J._Jacob_(West_Virginia), Democratic Party (United States), 1, 0, None, 1829 
John_J._Jenkins, Republican Party (United States), 0, 0, None, 1843 
John_J._Johnson, Democratic Party (United States), 0, 0, None, 1926 
John_J._LaFalce, Democratic Party (United States), 0, 0, None, 1939 
John_J._Lentz, Democratic Party (United States), 0, 0, None, 1856 
John_J._Loughlin,_Jr., Republican Party (United States), 0, 0, None, 1959 
John_J._Mahoney, Democratic Party (United States), 0, 0, None, None 
John_J._Marchi, Republican Party (United States), 0, 0, None, 1921 
John_J._McFall, Democratic Party (United States), 0, 0, None, 1918 
John_J._McIntyre_(politician), Democratic Party (United States), 0, 0, None, 1904 
John_J._McRae, Democratic Party (United States), 0, 0, None, 1815 
John_J._McSwain, Democratic Party (United States), 0, 0, None, 1875 
John_J._Mullen_(mayor), Democratic Party (United States), 0, 0, None, None 
John_J._O'Brien_(civil_servant), Democratic Party (United States), 0, 0, Catholic Church, 1919 
John_J._O'Connor, Democratic Party (United States), 0, 0, None, 1885 
John_J._Owen, Democratic Party (United States), 0, 0, None, 1859 
John_J._Parker, Republican Party (United States), 0, 0, None, 1885 
John_J._Patterson, Republican Party (United States), 0, 0, None, 1830 
John_J._Pettus, Democratic Party (United States), 0, 0, None, 1813 
John_J._Phillips, Republican Party (United States), 0, 0, None, 1887 
John_J._Pickman, Republican Party (United States), 0, 0, None, 1850 
John_J._Reedy, Democratic Party (United States), 0, 0, None, 1927 
John_J._Riley, Democratic Party (United States), 1, 0, None, 1895 
John_J._Snow,_Jr., Democratic Party (United States), 0, 0, None, 1945 
John_J._Taylor_(Pennsylvania_politician), Republican Party (United States), 0, 0, None, 1955 
John_J._Walsh, Republican Party (United States), 0, 0, None, 1962 
John_J._Whitacre, Democratic Party (United States), 0, 0, None, 1860 
John_J._Williams_(senator), Republican Party (United States), 0, 0, United Methodist Church, 1904 
John_Jacob_Astor_IV, Republican Party (United States), 2, 3, Episcopal Church (United States), 1864 
John_Jacob_Rhodes, Republican Party (United States), 0, 0, Methodism, 1916 
John_Jacob_Rhodes_III, Republican Party (United States), 0, 0, None, 1943 
John_Jacob_Rogers, Republican Party (United States), 1, 0, None, 1881 
John_Jagler, Republican Party (United States), 0, 0, None, 1969 
John_James_Flynt,_Jr., Democratic Party (United States), 0, 0, None, 1914 
John_James_Ingalls, Republican Party (United States), 0, 0, None, 1833 
John_Jay_Hoffman, Republican Party (United States), 0, 0, None, 1965 
John_Jay_Lee, Democratic Party (United States), 0, 1, The Church of Jesus Christ of Latter-day Saints, 1955 
John_Jennings_(American_politician), Republican Party (United States), 0, 0, None, 1880 
John_Jenrette, Democratic Party (United States), 0, 0, None, 1936 
John_Johnson_(Kansas_City_mayor), Democratic Party (United States), 0, 0, None, None 
John_Johnson_(Ohio_congressman), Democratic Party (United States), 0, 0, Presbyterianism, None 
John_Johnson_(Ohio_state_representative), Democratic Party (United States), 0, 0, None, 1937 
John_Joseph_Cavanaugh_III, Democratic Party (United States), 0, 0, None, 1945 
John_Judge, Democratic Party (United States), 1, 0, Catholic Church, 1944 
John_K._Griffin, Democratic Party (United States), 0, 0, None, 1789 
John_K._Griffith, Democratic Party (United States), 0, 0, None, 1882 
John_K._Hutchison, Republican Party (United States), 0, 0, Lutheranism, None 
John_K._Miller, Democratic Party (United States), 0, 0, None, 1819 
John_K._Richards, Republican Party (United States), 0, 0, None, 1856 
John_K._Shields, Democratic Party (United States), 0, 0, None, 1858 
John_K._Snyder, Democratic Party (United States), 0, 0, None, 1922 
John_K._Stargel, Republican Party (United States), 1, 0, Baptists, 1964 
John_K._Tarbox, Democratic Party (United States), 0, 0, None, 1838 
John_K._Tener, Republican Party (United States), 0, 0, None, 1863 
John_Kasich, Republican Party (United States), 1, 0, Anglican Church in North America, 1952 
John_Katko, Republican Party (United States), 0, 0, Catholic Church, 1962 
John_Kavanagh_(politician), Republican Party (United States), 0, 0, None, 1950 
John_Kean_(New_Jersey), Republican Party (United States), 0, 0, None, 1852 
John_Kee, Democratic Party (United States), 1, 1, Episcopal Church (United States), 1874 
John_Kefalas, Democratic Party (United States), 0, 0, Mennonite, 1954 
John_Kellogg_(Ohio_politician), Republican Party (United States), 0, 0, None, None 
John_Kennedy_(Pennsylvania_politician), Republican Party (United States), 0, 0, None, 1938 
John_Kerr_Hendrick, Democratic Party (United States), 0, 0, None, 1849 
John_Kerry, Democratic Party (United States), 2, 2, Catholic Church, 1943 
John_Kimball_(New_Hampshire), Republican Party (United States), 0, 0, Congregational church, 1821 
John_King,_Jr., Democratic Party (United States), 0, 0, None, None 
John_King_(New_York_congressman), Democratic Party (United States), 0, 0, None, None 
John_Kissel, Republican Party (United States), 0, 0, None, None 
John_Kitzhaber, Democratic Party (United States), 0, 0, None, 1947 
John_Klenke, Republican Party (United States), 0, 0, Catholic Church, None 
John_Klepper, Democratic Party (United States), 0, 0, None, 1906 
John_Kline_(politician), Republican Party (United States), 0, 0, Methodism, 1947 
John_Knight_(Alabama_politician), Democratic Party (United States), 0, 0, None, 1945 
John_Knotwell, Republican Party (United States), 0, 0, None, None 
John_Knox_Stewart, Republican Party (United States), 0, 0, None, 1853 
John_Koskinen, Democratic Party (United States), 0, 0, None, 1939 
John_Koster, Republican Party (United States), 0, 0, Baptists, 1951 
John_Kowalko, Democratic Party (United States), 0, 0, None, 1945 
John_Kroger, Democratic Party (United States), 0, 0, None, None 
John_Krum, Democratic Party (United States), 0, 0, None, 1810 
John_Kuehn, Republican Party (United States), 0, 0, None, 1974 
John_Kuempel, Republican Party (United States), 0, 0, Lutheranism, 1970 
John_L._Bacon, Republican Party (United States), 0, 0, None, 1878 
John_L._Barstow, Republican Party (United States), 0, 0, None, 1832 
John_L._Bates, Republican Party (United States), 0, 0, Methodism, 1859 
John_L._Bohanan,_Jr., Democratic Party (United States), 0, 0, Christian, 1958 
John_L._Brownlee, Republican Party (United States), 0, 0, None, 1965 
John_L._Brunner, Democratic Party (United States), 0, 0, None, 1929 
John_L._Burton, Democratic Party (United States), 0, 0, None, 1932 
John_L._Cable, Republican Party (United States), 0, 0, None, 1884 
John_L._Gibbs, Republican Party (United States), 0, 0, None, 1838 
John_L._M._Irby, Democratic Party (United States), 0, 0, None, 1854 
John_L._Martin, Democratic Party (United States), 0, 0, None, 1941 
John_L._McLaurin, Democratic Party (United States), 0, 0, None, 1860 
John_L._McMillan, Democratic Party (United States), 0, 0, None, 1898 
John_L._Merkt, Republican Party (United States), 0, 0, None, 1946 
John_L._Mitchell, Democratic Party (United States), 0, 1, None, 1842 
John_L._Myers, Democratic Party (United States), 0, 0, None, 1947 
John_L._N._Stratton, Republican Party (United States), 0, 0, None, 1817 
John_L._Sampson, Democratic Party (United States), 0, 0, None, 1965 
John_L._Sehon, Democratic Party (United States), 0, 0, None, None 
John_L._Vance, Democratic Party (United States), 0, 0, None, 1839 
John_L._White, Republican Party (United States), 0, 0, Presbyterianism, 1930 
John_L._Wilson, Republican Party (United States), 0, 0, None, 1850 
John_LaBruzzo, Republican Party (United States), 0, 0, Catholic Church, 1970 
John_Ladenburg, Democratic Party (United States), 1, 0, None, 1949 
John_Laird_(American_politician), Democratic Party (United States), 0, 0, None, 1950 
John_Lamb_(congressman), Democratic Party (United States), 0, 0, None, 1840 
John_Lamping, Republican Party (United States), 0, 0, None, None 
John_Larrabee, Republican Party (United States), 0, 0, None, 1850 
John_Latta_(Lieutenant_Governor), Democratic Party (United States), 0, 0, None, 1836 
John_Laudadio, Democratic Party (United States), 0, 0, None, 1916 
John_Lawrence_(politician), Republican Party (United States), 0, 0, None, None 
John_Lawrence_Manning, Democratic Party (United States), 0, 0, None, 1816 
John_LeBoutillier, Republican Party (United States), 0, 0, None, 1953 
John_Lee_Carroll, Democratic Party (United States), 0, 0, None, 1830 
John_Lehman_(Wisconsin_politician), Democratic Party (United States), 0, 0, Lutheranism, 1945 
John_Lepper, Republican Party (United States), 0, 0, None, 1934 
John_Letcher, Democratic Party (United States), 0, 0, None, 1813 
John_Letcher_Bryan, Democratic Party (United States), 0, 0, None, 1848 
John_Levi_Sheppard, Democratic Party (United States), 0, 1, None, 1852 
John_Lewis_(Arizona_politician), Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1957 
John_Lewis_(Georgia_politician), Democratic Party (United States), 0, 0, Baptists, 1940 
John_Lewis_(Montana_politician), Democratic Party (United States), 0, 0, None, None 
John_Lewis_Brenner, Democratic Party (United States), 0, 0, None, 1832 
John_Lewis_Childs, Republican Party (United States), 0, 0, None, 1856 
John_Light_Napier, Republican Party (United States), 0, 0, None, 1947 
John_Lim, Republican Party (United States), 0, 0, None, 1935 
John_Lind_(politician), Democratic Party (United States), 0, 0, Unitarianism, 1854 
John_Linder, Republican Party (United States), 0, 0, Presbyterianism, 1942 
John_Linder_(Pennsylvania), Democratic Party (United States), 0, 0, None, None 
John_Lipton, Democratic Party (United States), 0, 0, None, 1936 
John_Little_(congressman), Democratic Party (United States), 0, 0, None, 1837 
John_Little_McClellan, Democratic Party (United States), 0, 0, None, 1896 
John_Littleton_Dawson, Democratic Party (United States), 0, 0, None, 1813 
John_Liu, Democratic Party (United States), 0, 0, None, 1967 
John_Lively_(politician), Democratic Party (United States), 0, 0, None, 1946 
John_Logan_Chipman, Democratic Party (United States), 0, 0, None, 1830 
John_Long_Routt, Republican Party (United States), 0, 0, None, 1826 
John_Lowell_(judge,_1865–1884), Republican Party (United States), 0, 0, None, 1824 
John_Luetkemeyer, Democratic Party (United States), 0, 0, None, None 
John_Lujan, Republican Party (United States), 0, 0, Baptists, None 
John_Lynch_(New_Hampshire), Democratic Party (United States), 1, 0, Catholic Church, 1952 
John_Lynch_(congressman), Republican Party (United States), 0, 0, None, 1825 
John_M._Andrist, Republican Party (United States), 0, 0, None, 1931 
John_M._Ashbrook, Republican Party (United States), 1, 0, None, 1928 
John_M._Bransford, Democratic Party (United States), 0, 0, None, 1901 
John_M._Breck, Republican Party (United States), 0, 0, None, 1828 
John_M._Clayton_(Arkansas), Republican Party (United States), 0, 0, None, 1840 
John_M._Coyne, Democratic Party (United States), 0, 0, None, 1916 
John_M._Dalton, Democratic Party (United States), 0, 0, None, 1900 
John_M._Deutch, Democratic Party (United States), 0, 0, Judaism, 1938 
John_M._Fabrizi, Democratic Party (United States), 0, 0, None, 1956 
John_M._Gearin, Democratic Party (United States), 0, 0, None, 1851 
John_M._Glass, Republican Party (United States), 0, 0, None, None 
John_M._Goodloe, Republican Party (United States), 0, 0, Baptists, 1858 
John_M._Haines, Republican Party (United States), 0, 0, Quakers, 1863 
John_M._Hart, Democratic Party (United States), 0, 0, None, 1866 
John_M._Kennedy,_Jr., Republican Party (United States), 0, 0, None, None 
John_M._Lynch, Democratic Party (United States), 0, 0, None, None 
John_M._Matthias, Republican Party (United States), 0, 0, None, 1903 
John_M._McHugh, Republican Party (United States), 0, 0, None, 1948 
John_M._McKeon, Democratic Party (United States), 0, 0, None, 1882 
John_M._Millikin, Republican Party (United States), 0, 0, None, 1804 
John_M._Murphy, Democratic Party (United States), 0, 1, None, 1926 
John_M._Nelson, Republican Party (United States), 0, 0, None, 1870 
John_M._Pattison, Democratic Party (United States), 0, 0, None, 1847 
John_M._Patton, Democratic Party (United States), 0, 0, None, 1797 
John_M._Pinckney, Democratic Party (United States), 0, 0, None, 1845 
John_M._Rayfield, Republican Party (United States), 0, 0, None, 1926 
John_M._Reich, Republican Party (United States), 0, 0, None, None 
John_M._Robinson_(Louisiana_judge), Democratic Party (United States), 0, 0, United Methodist Church, 1949 
John_M._Robsion, Republican Party (United States), 0, 0, None, 1873 
John_M._Rodgers, Democratic Party (United States), 0, 0, None, 1928 
